Name,CountryOperatorOwner,OperatorOwner,Users,Purpose,ApogeeKM,LaunchMassKG,DateOfLaunch,LaunchSite
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Astrotech SOHLA,Civil,Technology Development,665,50,1/23/2009,Tanegashima Space Center
SORCE (SOlar Radiation and Climate Experiment),USA,"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Government/Civil,Space Science,633,315,1/25/2003,Cape Canaveral
Spaceway 3,USA,Hughes Network Systems,Commercial,Communications,35787,6100,8/14/2007,Guiana Space Center
Spaceway F1,USA,"DirecTV, Inc.",Commercial,Communications,35787,5993,4/26/2005,Sea Launch (Odyssey)
Spaceway F2,USA,"DirecTV, Inc.",Commercial,Communications,35787,5993,11/16/2005,Guiana Space Center
Spainsat,Spain,Hisdesat/Ministry of Defense,Military,Communications,35826,3680,3/11/2006,Guiana Space Center
Spark-1,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation,725,50,12/21/2016,Jiuquan Satellite Launch Center
Spark-2,China,Shanghai Engineering Center for Microsatellites,Government,Earth Observation,727,50,12/21/2016,Jiuquan Satellite Launch Center
Spektr-R/RadioAstron,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,330000,3660,7/18/2011,Baikonur Cosmodrome
SpinSat (Special Purpose Inexpensive Satellite),USA,US Naval Research Laboratory,Military,Technology Development,419,50,11/28/2014,International Space Station
SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,31342,117,2/11/2009,Guiana Space Center
SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,17480,117,2/11/2009,Guiana Space Center
Spot 6 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,699,720,9/9/2012,Satish Dhawan Space Center
Spot 7 (Système Probatoire d’Observation de la Terre),France/Belgium/Sweden,Spot Image,Commercial,Earth Observation,660,714,6/30/2014,Satish Dhawan Space Center
SPROUT  (SPace Research On Unique Technology),Japan,Nihon University,Civil,Technology Development,629,7,5/24/2014,Tanegashima Space Center
SRMSat (Sri Ramaswamy Memorial Satellite),India,SRM University,Civil,Technology Development,868,11,10/12/2011,Satish Dhawan Space Center
SSOT (Sistema Satelital para la Observación de la Tierra),Chile,Chilean Air Force,Government/Military,Earth Observation,624,117,12/17/2011,Guiana Space Center
ST-2 (Singapore-Taiwan 2),Singapore/Taiwan,Singapore Telecommunications Ltd. (SingTel)/Chunghwa Telecom Co. Ltd.,Commercial,Communications,35791,5090,5/20/2011,Guiana Space Center
Star One C1,Brazil,Embratel Star One,Commercial,Communications,35778,4100,11/14/2007,Guiana Space Center
Star One C2,Brazil,Embratel Star One,Commercial,Communications,35796,4100,4/18/2008,Guiana Space Center
Star One C3,Brazil,Embratel Star One,Commercial,Communications,35848,3225,11/10/2012,Guiana Space Center
Star One C4,Brazil,Embratel Star One,Commercial,Communications,35801,5634,7/15/2015,Guiana Space Center
Star One D1,Brazil,Embratel Star One,Commercial,Communications,35777,6433,12/21/2016,Guiana Space Center
STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,National Reconaissance Office,Military,Space Science,506,3,11/19/2013,Wallops Island Flight Facility
STARS-1 Kukai,Japan,Kagawa University,Civil,Technology Development,667,7,1/23/2009,Tanegashima Space Center
STARS-C Oyaki,Japan,Shizuoka University,Civil,Technology Development,406,,12/19/2016,International Space Station
STPSat-2 (USA 217),USA,USAF Space Test Program,Military,Technology Development,650,180,11/20/2010,Kodiak Launch Complex
STPSat-3 (Space Test Program Satellite-3),USA,US Air Force,Military,Technology Development,507,137,11/19/2013,Wallops Island Flight Facility
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator 1)",United Kingdom,Surrey Satellite Technology Limited (SSTL),Commercial,Technology Development,783,4,2/25/2013,Satish Dhawan Space Center
Strela 3 (Cosmos 2385),Russia,Ministry of Defense,Military,Communications,1425,225,12/27/2001,Plesetsk Cosmodrome
Strela 3 (Cosmos 2386),Russia,Ministry of Defense,Military,Communications,1419,225,12/27/2001,Plesetsk Cosmodrome
Strela 3 (Cosmos 2390),Russia,Ministry of Defense,Military,Communications,1506,225,7/8/2002,Plesetsk Cosmodrome
Strela 3 (Cosmos 2391),Russia,Ministry of Defense,Military,Communications,1506,225,7/8/2002,Plesetsk Cosmodrome
Strela 3 (Cosmos 2400),Russia,Ministry of Defense,Military,Communications,1503,225,8/19/2003,Plesetsk Cosmodrome
Strela 3 (Cosmos 2401),Russia,Ministry of Defense,Military,Communications,1502,225,8/19/2003,Plesetsk Cosmodrome
Strela 3 (Cosmos 2408),Russia,Ministry of Defense,Military,Communications,1495,225,9/23/2004,Plesetsk Cosmodrome
Strela 3 (Cosmos 2409),Russia,Ministry of Defense,Military,Communications,1495,225,9/23/2004,Plesetsk Cosmodrome
STSat-2C,South Korea,Korea Aerospace Research Institute (KARI),Government,Technology Development,1482,93,1/30/2013,Naro Space Center
STSat-3,South Korea,Korea Aerospace Research Institute (KARI),Government,Technology Development,626,150,11/21/2013,Dombarovsky Air Base
"STSS ATRR (Space Tracking and Surveillance System Advanced Technology Risk Reduction Satellite, USA 205)",USA,Missile Defense Agency (MDA),Military,Technology Development,879,,5/5/2009,Vandenberg AFB
STSS Demo-1 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Military,Technology Development,1352,2240,9/25/2009,Cape Canaveral
STSS Demo-2 (Space Tracking and Surveillance System Demonstrator),USA,Missile Defense Agency (MDA),Military,Technology Development,1351,2240,9/25/2009,Cape Canaveral
Superbird 7 (Superbird C2),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35794,5000,8/14/2008,Guiana Space Center
Superbird-B2 (Superbird 4),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,35793,4051,2/18/2000,Guiana Space Center
Superview 1-01 (GaoJing 1-01),China,Siwei Star Co. Ltd.,Commercial,Earth Observation,530,560,12/28/2016,Taiyuan Launch Center
Superview 1-02 (GaoJing 1-02),China,Siwei Star Co. Ltd.,Commercial,Earth Observation,530,560,12/28/2016,Taiyuan Launch Center
SWARM-A,ESA,European Space Agency (ESA),Government,Earth Observation,476,468,11/22/2013,Plesetsk Cosmodrome
SWARM-B,ESA,European Space Agency (ESA),Government,Earth Observation,476,468,11/22/2013,Plesetsk Cosmodrome
SWARM-C,ESA,European Space Agency (ESA),Government,Earth Observation,496,468,11/22/2013,Plesetsk Cosmodrome
Swayam,India,"College of Engineering, Pune",Civil,Technology Development,518,1,6/22/2016,Satish Dhawan Space Center
Swift,USA/United Kingdom/Italy,Goddard Space Flight Center/Penn State University,Government/Civil,Space Science,590,1463,11/20/2004,Cape Canaveral
SwissCube,Switzerland,Ecole Polytechnique Fédérale de Lausanne (EPFL),Civil,Technology Development,720,1,9/23/2009,Satish Dhawan Space Center
Syracuse 3A (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,35792,3725,10/13/2005,Guiana Space Center
Syracuse 3B (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,Military,Communications,35801,3750,8/11/2006,Guiana Space Center
TacSat 4,USA,Naval Research Laboratory,Military,Technology Development,11836,450,9/27/2011,Kodiak Launch Complex
TacSat 6,USA,Operational Responsive Space (ORS) Office,Military,Technology Development,886,,12/5/2013,Vandenberg AFB
TanDEM-X (TerraSAR-X add-on for Digital Elevation Measurement),Germany,German Aerospace Center (DLR)/Astrium,Government,Earth Observation,510,1350,6/21/2010,Baikonur Cosmodrome
"Tango (part of Cluster quartet, Cluster 2 FM8)",ESA,European Space Agency (and 250 international scientific investigators),Government,Space Science,120961,1200,8/9/2000,Baikonur Cosmodrome
"TanSat (Tan Weixing, Carbon Satellite)",China,China Meteorological Administration,Government,Earth Observation,718,620,12/21/2016,Jiuquan Satellite Launch Center
"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,35802,3180,12/4/2002,Cape Canaveral
"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",USA,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,Government,Communications,35844,3454,1/31/2013,Cape Canaveral
"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,35785,3454,1/23/2014,Cape Canaveral
"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C) ",USA,National Aeronautics and Space Administration (NASA),Government,Communications,35878,3180,9/29/1988,Cape Canaveral
"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",USA,SES Americom (SES [Société Européenne des Satellites (SES)]),Government/Commercial,Communications,35796,3180,8/2/1991,Cape Canaveral
"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",USA,NASA/SES Americom (SES [Société Européenne des Satellites (SES)]),Government/Commercial,Communications,35787,3180,1/13/1993,Cape Canaveral
"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,35803,3180,7/13/1995,Cape Canaveral
"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,35808,3180,6/30/2000,Cape Canaveral
"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",USA,National Aeronautics and Space Administration (NASA),Government,Communications,35809,3180,3/8/2002,Cape Canaveral
TechDemoSat-1,United Kingdom,Technology Strategy Board,Government,Technology Development,631,150,7/8/2014,Baikonur Cosmodrome
"TecSAR (Ofeq 8, Polaris)",Israel,Defense Ministry,Military,Earth Observation,580,300,1/21/2008,Satish Dhawan Space Center
TeLEOS 1,Singapore,AgilSpace,Commercial,Earth Observation,550,400,12/16/2015,Satish Dhawan Space Center
Telkom 1,Indonesia,PT Telkomunikasi,Commercial,Communications,35796,2763,8/12/1999,Guiana Space Center
Telkom 2,Indonesia,PT Telkomunikasi,Commercial,Communications,35793,1930,11/16/2005,Guiana Space Center
Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,35801,4010,2/26/2009,Sea Launch (Odyssey)
Telstar 12 (Orion 2),Multinational,Eutelsat -- leased from Loral Skynet Satellite Services (Loral Global Alliance),Commercial,Communications,35799,3878,10/19/1999,Guiana Space Center
Telstar 12V (Telstar 12 Vantage),Canada,"Telesatd Canada Ltd. (BCE, Inc.)",Commercial,Communications,35727,4900,11/24/2015,Tanegashima Space Center
Telstar 14R (Estrela do Sul 2),Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,35791,4970,5/20/2011,Baikonur Cosmodrome
Telstar 18 (Apstar 5),Multinational,Loral Skynet Satellite Services (Loral Global Alliance)/APT Satellite Holdings Ltd.,Commercial,Communications,35795,4640,6/29/2004,Sea Launch (Odyssey)
TerraSAR-X 1 (Terra Synthetic Aperture Radar X-Band),Germany,German Aerospace Center (DLR)/Infoterra,Government/Commercial,Earth Observation,509,1230,6/15/2007,Baikonur Cosmodrome
TerraStar 1,USA,TerraStar Corporation,Commercial,Communications,35791,6910,7/1/2009,Guiana Space Center
"TET-1 (Technologieerprobungsträger 1, Technology Experiment Carrier)",Germany,German Aerospace Center,Commercial,Technology Development,505,120,7/22/2012,Baikonur Cosmodrome
"Thaicom-4 (Ipstar 1, Measat 5)",Thailand,Thaicom Public Company Ltd.,Commercial,Communications,35798,6505,8/11/2005,Guiana Space Center
Thaicom-5,Thailand,Thaicom Public Company Ltd.,Commercial,Communications,35796,2800,5/27/2006,Guiana Space Center
Thaicom-6,Thailand,Thaicom Public Company Ltd.,Commercial,Communications,35796,3325,1/6/2014,Cape Canaveral
Thaicom-8,Thailand,Thaicom Public Company Ltd.,Commercial,Communications,35890,3025,5/27/2016,Cape Canaveral
THEMIS A (Time History of Events and Macroscale Interactions during Substorms),Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Science,87304,126,2/17/2007,Cape Canaveral
THEMIS D (Time History of Events and Macroscale Interactions during Substorms),Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Science,87260,126,2/17/2007,Cape Canaveral
THEMIS E (Time History of Events and Macroscale Interactions during Substorms),Multinational,"NASA/University of California, Berkeley (in partnership with Germany, France, Austria, Canada)",Government/Civil,Space Science,87526,126,2/17/2007,Cape Canaveral
THEOS (Thailand Earth Observation System),Thailand,Geo-Informatics and Space Technology Development Agency (GISTDA),Government,Earth Observation,826,750,10/1/2008,Dombarovsky Air Base
Thor-3,Norway,Telenor Satellite Broadcasting,Commercial,Communications,35795,1400,6/10/1998,Cape Canaveral
Thor-5 (Thor 2R),Norway,Telenor Satellite Broadcasting,Commercial,Communications,35798,2024,2/11/2008,Baikonur Cosmodrome
Thor-6,Norway,Telenor Satellite Broadcasting,Commercial,Communications,35794,3050,10/29/2009,Guiana Space Center
Thor-7,Norway,Telenor Satellite Broadcasting,Commercial,Communications,35741,4600,4/26/2015,Guiana Space Center
Thuraya 2,United Arab Emirates,Thuraya Satellite Communications,Commercial,Communications,35807,5250,6/10/2003,Sea Launch (Odyssey)
Thuraya 3,United Arab Emirates,Thuraya Satellite Communications,Commercial,Communications,35807,5180,1/15/2008,Sea Launch (Odyssey)
Tiangong-1 (TG-1),China,Beijing Aerospace Flight Control Center,Government,Technology Development,361,8506,9/29/2011,Jiuquan Satellite Launch Center
Tianhui 1-01,China,China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,504,2500,8/24/2010,Jiuquan Satellite Launch Center
Tianhui 1-02,China,China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,505,2500,5/6/2012,Jiuquan Satellite Launch Center
Tianhui 1-03,China,China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,500,2500,10/26/2015,Jiuquan Satellite Launch Center
"TianLian 1 (TL-1-01, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),Government,Communications,35813,3750,4/25/2008,Xichang Satellite Launch Center
"TianLian 2 (TL-1-02, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),Government,Communications,37794,2250,7/11/2011,Xichang Satellite Launch Center
"TianLian 3 (TL-1-03, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),Government,Communications,35802,2200,7/25/2012,Xichang Satellite Launch Center
"TianLian 4 (TL-1-04, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),Government,Communications,35793,2200,11/22/2016,Xichang Satellite Launch Center
Tiantong-1-01,China,China Telecom,Government,Communications,35805,,8/5/2016,Xichang Satellite Launch Center
Tiantuo-2,China,National University of Defense Technology,Government,Earth Observation/Communications,493,67,9/8/2014,Taiyuan Launch Center
Tiantuo-3 (Luliang 1),China,National University of Defense Technology,Government,Technology Development,522,20,9/19/2015,Taiyuan Launch Center
"Tianwang 1A (TW-1A, SECM-1, Shangkeda-2)",China,Shanghai Engineering Center for Microsatellites,Civil,Technology Development,484,3,9/24/2015,Jiuquan Satellite Launch Center
Tianwang 1B (TW-1B; NJUST-2),China,Nanjing University of Aeronautics and Astronautics,Civil,Technology Development,485,3,9/24/2015,Jiuquan Satellite Launch Center
Tianwang 1C (TW-1C; NJFA-1),China,Nanjing University of Aeronautics and Astronautics,Civil,Technology Development,486,5,9/24/2015,Jiuquan Satellite Launch Center
TIGRISat,Iraq,La Sapienza University of Rome,Civil,Earth Observation,698,1,6/19/2014,Dombarovsky Air Base
TIMED (Thermosphere • Ionosphere • Mesosphere • Energetics and Dynamics),USA,"NASA/Applied Physics Laboratory, Johns Hopkins",Government/Civil,Space Science,613,587,12/7/2001,Vandenberg AFB
TISat-1 (Ticano Satellite),Switzerland,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative,Civil,Technology Development,631,1,7/12/2010,Satish Dhawan Space Center
TJS-1 (Tongxin Jishu Shiyan 1),China,Chinese Academy of Space Technology,Government,Technology Development,35795,,9/12/2015,Xichang Satellite Launch Center
TKSat-1 (Túpac Katari Satellite 1),Bolivia,Bolivia Aerospace Bureau,Government,Communications,35799,5000,12/20/2013,Xichang Satellite Launch Center
"Trumpet 3 (NROL-4, National Reconnaissance Office Launch-4, USA 136)",USA,National Reconnaissance Office (NRO)/USAF,Military,Earth Observation,38740,8000,11/8/1997,Cape Canaveral
Tselina-2 (Cosmos 2428),Russia,Ministry of Defense,Military,Earth Observation,858,3200,6/29/2007,Baikonur Cosmodrome
TSUBAME,Japan,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",Civil,Earth Observation,569,49,11/6/2014,Dombarovsky Air Base
"TUGSat-1  (Technische Universität Graz Satellit, CanX-3b, BRITE-Austria)",Austria,Technical University of Graz,Civil,Technology Development,784,14,2/25/2013,Satish Dhawan Space Center
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Turkmenistan Ministry of Communications/SSI-Monaco,Government/Commercial,Communications,35784,4700,4/27/2015,Cape Canaveral
Turksat 3A,Turkey,Turksat,Commercial,Communications,35793,3100,6/12/2008,Guiana Space Center
Turksat 4A,Turkey,Turksat,Commercial,Communications,35797,4869,2/14/2014,Baikonur Cosmodrome
